college_name,website,category,page_url,summary,emails,phones,dates,fees,courses,rankings,cutoffs,course_details,status,error
Loyola College - Let Your Light Shine,https://www.loyolacollege.edu,contact,https://www.loyolacollege.edu/cdn-cgi/l/email-protection,,,,,,,,,,failed,All URL candidates failed for https://www.loyolacollege.edu/cdn-cgi/l/email-protection
CHRIST (Deemed to be University),https://christuniversity.in,admissions,https://christuniversity.in/admission-home,"Admission Sidebar Apply Online/Status UG / PG / PhD Programmes and Interdisciplinary Masters Programme: Applications Open 1 REGISTER Register with your Email ID Login to the Admission Portal 2 APPLY ONLINE Fill the Application Form Pay Application Fee 3 ENTRANCE TEST Entrance Test (If Applicable) Assessment Interview 4 RESULT Check login page for result If selected, Offer Letter attached 5 FEE PAYMENT Pay Course Fee Online Complete Admission Process UG / PG / PhD Programmes and",mail@christuniversity.in,+91 80 4012 9100 | +91 80 4012 9000,07 April 2026,,PhD | Ma | MBA | be | Ba,"cations Open 1 | cation Form Pay Application Fee 3 | mation Apply Online/Status Step-by-Step Guide to Apply Online MBA Admissions – 2026 | nataka, India Tel: +91",,"UG / PG / PhD Programmes and Interdisciplinary Masters Programme: Applications Open: rankings=cations Open 1 | cation Form Pay Application Fee 3 | mation Apply Online/Status Step-by-Step Guide to Apply Online MBA Admissions – 2026 | nataka, India Tel: +91 | UG / PG / PhD Programmes and Interdisciplinary Masters Programme: rankings=cations Open 1 | cation Form Pay Application Fee 3 | mation Apply Online/Status Step-by-Step Guide to Apply Online MBA Admissions – 2026 | nataka, India Tel: +91 | MBA Admissions – 2026: rankings=cations Open 1 | cation Form Pay Application Fee 3 | mation Apply Online/Status Step-by-Step Guide to Apply Online MBA Admissions – 2026 | nataka, India Tel: +91",success,
CHRIST (Deemed to be University),https://christuniversity.in,courses,https://christuniversity.in/our-programmes/UGP/1,"Programmes in All Campuses Our Programmes Under Graduate Post Graduate Doctoral(PhD) Online Degree All Programmes Programme Name Part-Time Full-Time Campus Open From Open Until Status Eligibility Fees Explore Details Campus Academics Admission Examination CHRIST (Deemed to be University) Dharmaram College Post, Hosur Road, Bengaluru - 560029, Karnataka, India Tel: +91 80 4012 9100 / 9600 Fax: +91 80 4012 9000 Email: mail@christuniversity.in Web: https://www.christuniversity.in Vision EXCELLENCE",mail@christuniversity.in,+91 80 4012 9100 | +91 80 4012 9000,,,PhD | be | ma | Ba,"nataka, India Tel: +91",,"Our Campuses Programmes in All Campuses Our Programmes Under Graduate Post Graduate Doctoral(PhD) Online Degree All Programmes Programme Name Part-Time Full-Time Campus Open From Open Until Status Eligibility Fees Explore Details Campus Academics Admission Examination CHRIST (Deemed to be University) Dharmaram College Post, Hosur Road, Bengaluru - 560029, Karnataka, India Tel: +91 80 4012 9100 / 9600 Fax: +91 80 4012 9000 Email: mail@christuniversity.in Web: https://www.christuniversity.in Vision EXCELLENCE AND SERVICE Mission CHRIST (Deemed to be University) is a nurturing ground for an individual's holistic development to make effective contribution to the society in a dynamic environment. UBA FCRA Library Centres Research Admission Course Index Copyright © CHRIST (Deemed to be University) 2025: rankings=nataka, India Tel: +91 | Privacy Policy Website Developed by Cloud Business Pages from INI Technologies Pvt Ltd., Kochi, India Our Campuses Our Campuses Bangalore Central Bangalore Kengeri Bangalore BRC Bangalore BYC Delhi NCR Pune Lavasa: rankings=nataka, India Tel: +91",success,
CHRIST (Deemed to be University),https://christuniversity.in,placements,https://christuniversity.in/center/C/CPCG,"Centre for Placement and Career Guidance Sidebar × Overview The Centre for Placements and Career Guidance ( CPCG ) serves as a vital bridge between our esteemed students and the ever-evolving realm of professional opportunities. By spearheading comprehensive career exploration initiatives, the CPCG empowers students to delve into diverse employment landscapes and discover fulfilling career paths aligned with their unique aspirations. Through personalized counseling sessions, dedicated advisors",,,05 April 2024 | 06 October 2023 | 24 June 2024 | 19 July 2024 | 31 July 2024 | 13 March 2025,rs,be | ma | ba,,,"Our Campuses Centre for Placement and Career Guidance Sidebar × Overview The Centre for Placements and Career Guidance ( CPCG ) serves as a vital bridge between our esteemed students and the ever-evolving realm of professional opportunities. By spearheading comprehensive career exploration initiatives, the CPCG empowers students to delve into diverse employment landscapes and discover fulfilling career paths aligned with their unique aspirations. Through personalized counseling sessions, dedicated advisors guide students in a journey of self-discovery, students delve deep, uncovering their inherent interests, aptitudes, and strengths, forming the bedrock for informed career choices. This individualized approach ensures each student embarks on a career journey crafted specifically for their potential. The Centre for Placements and Career Guidance ( CPCG ) serves as a vital bridge between our esteemed students and the ever-evolving realm of professional opportunities. By spearheading comprehensive career exploration initiatives, the CPCG empowers students to delve into diverse employment landscapes and discover fulfilling career paths aligned with their unique aspirations. Through personalized counseling sessions, dedicated advisors guide students in a journey of self-discovery, students delve deep, uncovering their inherent interests, aptitudes, and strengths, forming the bedrock for informed career choices. This individualized approach ensures each student embarks on a career journey crafted specifically for their potential. Furthermore, the CPCG champions the professional development of its students, equipping them with essential employability enhancement skills. Intensive training programs hone students' Resume writing, Interview techniques, and Group discussion strategies, instilling confidence and poise in their interactions with potential employers. A rigorous focus on logical reasoning and aptitude skills sharpens students' critical thinking and problem-solving abilities, ensuring they stand out in competitive job markets. This unwavering commitment to comprehensive preparation yields impressive results, with our students securing coveted positions in their desired fields and gaining admission to prestigious postgraduate and professional schools. Additionally, the university boasts state-of-the-art facilities that facilitate seamless campus recruitment drives, transforming the job search into a rewarding and enriching experience. In essence, CPCG serves as a powerful catalyst for student success. We unlock a world of possibilities, empowering our students to confidently navigate the professional landscape and realize their career aspirations. Functions Functions Identifying and facilitating professional training needs Leadership training for student representatives Networking with companies for Campus recruitment and training Preparing students for Campus Recruitment processes Facilitating smooth conduct of Campus Recruitment processes Processing feedback from Recruiters and informing Academic departments regarding gaps in employability skills Documenting post-placement feedback from students Sustaining Academia-Corporate interface for skilling, upskilling and reskilling Engaging Alumni for Career Guidance and Counselling Honors and Accreditation Placement Highlights Report : Top Recruiters Vision Nurturing Employable Graduates Mission To ensure every student is provided an opportunity for placement and to empower students with the knowledge skills and resources necessary to navigate their career path successfully Mission Objectives To create awareness among students about opportunities available as per their programme and competencies. To share and build required competencies among the students as per inputs from industry through respective departments. To identify and invite potential recruiters to the University for placements and to maintain and sustain relationship with the present and potential recruiters. To develop annual placement schedule and to be a single point of contact for the recruiters, academic departments and students for effective placement process. Build employability through skill development workshops. Organise networking events to broaden the placement base and forge strong Host guest lectures and mentoring sessions by Industry professionals Guide students toward higher education opportunities, entrepreneurship or niche careers Collaborate with Alumni for mentoring, networking and job opportunities Photo Gallery Inauguration of RECRUITHON 2024 - A PAN University Placement Drive: fees=rs | Bangalore Central Campus Corporate Conclave 2023: fees=rs | Bangalore Central Campus Inauguration of LinkedIn Career Workshop: fees=rs",success,
CHRIST (Deemed to be University),https://christuniversity.in,fees,https://christuniversity.in/e-services-online-payment-portal,Sidebar Online Payment Portal Online Payment Instructions Detailed instructions are given in the login page of the web payment as to the procedure to be followed in case of completed transaction and payment confirmation slip received and also failed transaction. Pls follow the instruction carefully. Once “pay” - option is selected you will be directed for payment through net banking / credit card / debit card. You can choose the desired payment option and proceed. Once the payment is,mail@christuniversity.in,+91 80 4012 9100 | +91 80 4012 9000,,rs,be | ba | ma,"mately take 8 | nataka, India Tel: +91",,"Our Campuses Sidebar Online Payment Portal Online Payment Instructions Detailed instructions are given in the login page of the web payment as to the procedure to be followed in case of completed transaction and payment confirmation slip received and also failed transaction. Pls follow the instruction carefully. Once “pay” - option is selected you will be directed for payment through net banking / credit card / debit card. You can choose the desired payment option and proceed. Once the payment is successful, you will get a payment confirmation slip and the payer has to keep the same for reference. In case the payment is not successful due to any reason you will get a display on the status of failure in payment. In case none of the above two happens, and there is heavy delay in any response from the system - if you have not proceeded with payment and not given card detail particulars, you may proceed from the beginning again and start the payment process again. In case you have given all the credit card / debit card details or net baking authorization for payment, and have not got any response, please check with your bankers or credit card company and see if your account is debited. If your bank account/cc is debited, please dont make any attempt to pay again. However, if your account is not debited in the bank, you have to make the payment and get payment successful confirmation. In any case, make a note of reference/transaction details in case of net banking or card payment. Privacy Policy The details provided by you shall be utilized only for the purpose of receiving the payments to be made by you to the institution. All data shall be kept secure, and shall not be divulged to anyone or utilized for any other purpose. Cancellation / Refund Policy There is no cancellation option available to end users once payment has been made. Additionally, refunds are not possible in such cases. In case of duplicate payment, payer/parent/student, kindly approach admin or finance or accounts department of the institution for refund with proof of the transaction reference/ your bank statement. Refund will be processed within 10-15 working days, respective payment gateway will send back to the issuing bank [user’s card banker] in batches for processing, which should approximately take 8-15 working days, depending on issuing banks policies. Important: by submitting a payment through the online-payments site you are agreeing to these terms and conditions including any updated changes in terms and conditions from time to time through our website. Disclaimer The articles, information and documents provided on this website are purely for information purpose and no legal commitment whatsoever are attached to the same in case of any inadvertent error that might have occurred due to unavoidable circumstances in spite of all the efforts put by the website management team. Click below link for the payment : CENTRAL CAMPUS BANNERGHATTA ROAD CAMPUS KENGERI CAMPUS YESHWANTHPUR CAMPUS CENTRE FOR SOCIAL ACTION RESEARCH Campus Academics Admission Examination CHRIST (Deemed to be University) Dharmaram College Post, Hosur Road, Bengaluru - 560029, Karnataka, India Tel: +91 80 4012 9100 / 9600 Fax: +91 80 4012 9000 Email: mail@christuniversity.in Web: https://www.christuniversity.in Vision EXCELLENCE AND SERVICE Mission CHRIST (Deemed to be University) is a nurturing ground for an individual's holistic development to make effective contribution to the society in a dynamic environment. UBA FCRA Library Centres Research Admission Course Index Copyright © CHRIST (Deemed to be University) 2025: fees=rs, rankings=mately take 8 | nataka, India Tel: +91 | Privacy Policy Website Developed by Cloud Business Pages from INI Technologies Pvt Ltd., Kochi, India Our Campuses Our Campuses Bangalore Central Bangalore Kengeri Bangalore BRC Bangalore BYC Delhi NCR Pune Lavasa CENTRAL CAMPUS: fees=rs, rankings=mately take 8 | nataka, India Tel: +91 | BANNERGHATTA ROAD CAMPUS: fees=rs, rankings=mately take 8 | nataka, India Tel: +91",success,
"Home - Banaras Hindu University, Varanasi, India.",https://www.bhu.ac.in,admissions,https://admission.bhu.ac.in,"The Capital of Knowledge Established by an Act of Parliament (Notification No. 225 of 1916), Banaras Hindu University (BHU) is a premier institution in Varanasi renowned for its excellence in education and innovation. It was founded through the initiative of Bharat Ratna Pandit Madan Mohan Malviya with the support of Dr. Annie Besant. 📢 Loading announcements... Loading portal information... Loading programs... About Us Content Loading... 🔄 Loading events... Go to top",,,,,Ph.D | MBA | Ba | Ma | Be,cation No. 225,,"UG, PG, Ph.D., MBA & Diploma Programs The Capital of Knowledge: rankings=cation No. 225 | About Us Content The Capital of Knowledge Established by an Act of Parliament (Notification No. 225 of 1916), Banaras Hindu University (BHU) is a premier institution in Varanasi renowned for its excellence in education and innovation. It was founded through the initiative of Bharat Ratna Pandit Madan Mohan Malviya with the support of Dr. Annie Besant. 📢 Loading announcements... Loading portal information... Loading programs... About Us Content Loading... 🔄 Loading events... Go to top: rankings=cation No. 225",success,
"Home - Banaras Hindu University, Varanasi, India.",https://www.bhu.ac.in,placements,https://www.bhu.ac.in/Site/UnitHomeTemplate/1_3246_4682_Placement-and-Internship-Cell-Home,"{{slide.Slogan}} {{polenglish==true?'Mahamana Pt. Madan Mohan Malviya':'महामना पं. मदन मोहन मालवीय'}} {{polenglish==true?'News':'संदेश'}} {{x.Headline}} {{x.HindiHeadline}} {{x.Day}}, {{x.dd}} {{x.MM}} {{x.YYYY}} {{x.Day}}, {{x.dd}} {{x.MM}} {{x.YYYY}} {{polenglish==true?'Read More':'अधिक पढ़ें'}} {{polenglish==true?'Read More':'अधिक पढ़ें'}} >> {{polenglish==true?'News Archival':'संदेश अभिलेखीय'}} >> {{polenglish==true?'Notices':'नोटिस'}} {{x.Headline}} {{x.HindiHeadline}} {{x.Day}}, {{x.dd}}",,,,,Ba | ma,,,,success,
"Home | Official Website of Jawaharlal Nehru University, New Delhi, India",https://www.jnu.ac.in,admissions,https://www.jnu.ac.in/director-admissions,"Director Admissions ​ Prof. Suneel Kateriya Director Admissions Jawaharlal Nehru University New Delhi-110 067, India (16-11-2024 to 15-11-2026) Email: director_admissions[at]mail[dot]jnu[dot]ac[dot]in Office : 011-26704012 / 26742616 ← Back to Previous Page Page Last Updated Date: 16-04-2026, 02:50 PM",director_admissions[at]mail[dot]jnu,011-26704012 | 26742616,16-11-2024 | 15-11-2026 | 16-04-2026,,ma | Ba,,,,success,
"Home | Official Website of Jawaharlal Nehru University, New Delhi, India",https://www.jnu.ac.in,courses,https://www.jnu.ac.in/content/academic-calendar,"Academic Calendar ACADEMIC CALENDAR, 2026-27 ACADEMIC CALENDAR, Monsoon Semester 2025 For UG and PG Students (New admitted students for 2025-26) ACADEMIC CALENDAR, 2025-26 Notification- Commencement of classes for the new admitted student of UG & PG Programmes ← Back to Previous Page Page Last Updated Date: 14-05-2026, 11:45 AM",,,14-05-2026,,Ba,,,,success,
"Home | Official Website of Jawaharlal Nehru University, New Delhi, India",https://www.jnu.ac.in,placements,https://www.jnu.ac.in/placementcell,"📢 Recruiters! Register to participate in JNU's campus recruitment process Register Now Placement Cell Jawaharlal Nehru University Downloads Placement Cell Brochure Placement Policy Academic Calendar Notice Board Read More Greetings from JNU Placement Cell The JNU Placement Cell extends a warm welcome to all recruiting partners. As one of India's premier universities, Jawaharlal Nehru University is home to a diverse and accomplished student body nurtured by globally recognized faculty and a",placement@jnu.ac.in,,,,be | ma,Category-I Placement Procedure 1 | cation Form (JNF) for internships as well as placements 3,,"Our Past Recruiters 📢 Recruiters! Register to participate in JNU's campus recruitment process Register Now Placement Cell Jawaharlal Nehru University Downloads Placement Cell Brochure Placement Policy Academic Calendar Notice Board Read More Greetings from JNU Placement Cell The JNU Placement Cell extends a warm welcome to all recruiting partners. As one of India's premier universities, Jawaharlal Nehru University is home to a diverse and accomplished student body nurtured by globally recognized faculty and a progressive academic environment. We take pride in facilitating internship and placement opportunities between recruiters and students across disciplines. Our students bring with them not only academic excellence but also a strong sense of social responsibility, leadership, and critical thinking—qualities shaped by JNU's unique educational ethos. The Placement Cell serves as a professional bridge between top-tier talent and leading organizations, fostering partnerships built on merit, integrity, and long-term value. We look forward to collaborating with you in shaping future leaders and building professional excellence. Accredited A++ #2 University in India 2025 #558 University Globally #1 University in India 2025 #2 University in India 2025 UGC Category-I Placement Procedure 1 The Placement Cell shall send invitations to recruiting organizations for campus internship and placement processes. Interested organizations may also send us an email at placement@jnu.ac.in 2 Organizations may register with us by filling out Job Notification Form (JNF) for internships as well as placements 3 Once the NF is filled, organizations are contacted for further processes. 4 Organizations may conduct pre-processes and for which they can request with relevant details. After selection, the company will announce the names of the selected candidates at the end of the process. Our Past Recruiters Leading organizations from various sectors visit JNU to recruit top talent: rankings=Category-I Placement Procedure 1 | cation Form (JNF) for internships as well as placements 3",success,
"Home | Official Website of Jawaharlal Nehru University, New Delhi, India",https://www.jnu.ac.in,fees,https://www.jnu.ac.in/content/fellowshipsscholarships,"Fellowships/Scholarships Student SCHOLARSHIPS FELLOWSHIPS AWARDS PROCESS FLOW FORMS NOTICES CONTACT Merit-cum-Means Scholarships: A number of Merit-cum-Means scholarships are available for deserving and meritorious students whose parent's/guardian's income does not exceed Rs. 2,50,000/- per annum or as may be laid down from time to time. The payment of scholarships will be governed by the rules in force in the University from time to time. Click for form . Ford Foundation Scholarships: A",,,,"Rs. 2,50,000 | Rs. 700 | Rs.10,00,000 | Rs.3,000 | Rs.30,000 | Rs.400 | Rs.1500 | Rs.1000 | Rs.300 | Rs.2000",ma | be | Ph.D | MCA | be for Social Science subjects and the other for Science subjects | ba | PhD,,,"Official Website of Jawaharlal Nehru University, New Delhi, India Fellowships/Scholarships Fellowships/Scholarships Student SCHOLARSHIPS FELLOWSHIPS AWARDS PROCESS FLOW FORMS NOTICES CONTACT Merit-cum-Means Scholarships: A number of Merit-cum-Means scholarships are available for deserving and meritorious students whose parent's/guardian's income does not exceed Rs. 2,50,000/- per annum or as may be laid down from time to time. The payment of scholarships will be governed by the rules in force in the University from time to time. Click for form . Ford Foundation Scholarships: A limited number of Ford Foundation Scholarships of the value of Rs. 700/- per month are available for students of the M.A. Programme of the School of International Studies. The Scholarships will be awarded purely on merit subject to the proviso that at least half of them will go to female students. In addition, the following Endowments (Scholarships)/ Fellowships/ Awards are also available to students pursuing studies in the University. Prof. Ramesha Rao Scholarship and Travel Grant: A sum of Rs.10,00,000/- was donated by Dr. (Mrs.) K. Sudha Rao, wife of Late Prof. A. Ramesha Rao of the School of Life Sciences for creation of an endowment for “A. Ramesha Rao Scholarship and Travel Grant” for students securing the highest grade in the Cancer Biology, a discipline in which Professor Rao had specialized and guided students. The award is for a period of 10 months @ Rs.3,000/- per month in a year and a travel grant of Rs.30,000/- to an M.Phil/Ph.D student for presenting paper in International Conference, Seminar, etc. in the area of Cancer Biology. This will be effective from next year 2011 with the interest accrued on the endowment. Tendulkar Scholarship : This Scholarship of Rs.400/- p.m. is awarded for a period of two years to 2 students of various Centres of School of Social Sciences by rotation. Prof. Nurul Hasan Scholarship: Two Scholarships of Rs.1500/- p.m. each are awarded for a period of one year to students of second year M.A./M.Sc./MCA students with the highest CGPA at the end of the first year, one of which shall be for Social Science subjects and the other for Science subjects, for promotion of education and other Ideals and values for which Prof. Hasan worked during his lifetime. Jawahar Bhawan Trust Scholarship: These Scholarships are of the value of Rs.1000/-p.m. awarded to 10 students for a period of one year (covering two semesters) and may be renewed for subsequent semester(s) subject to the condition that the student maintains CGPA of 5.5 at the end of third semester of MA/M.Sc. and fifth semester in case of MCA. Prof. MJK Thavaraj MCM Scholarship: There are 2 Scholarships of worth Rs.300/- each p.m. and Rs.2000/- as contingency are awarded on merit to M.A. (Economics) first year students of School of Social Sciences. D S Gardi Sanskrit Scholarship: Annually awarded to two M.A. students of Sanskrit Studies for a period of two years. These scholarships are awarded on the basis of performance of the students in the first semester. Prof. Gouri Shankar Singhal Merit Scholarship: One scholarship to M.Sc. (SLS) 2nd year student value of Rs.1000/- per month for one year who obtained highest CGPA at the end of third semester to be selected at school level on the basis firstly of merit and secondly of need. There is also a provision for students coming from weaker sections of society under the ""Earn as you Learn"" scheme. Sungum Sudhar Fellowship : Two scholarships for three years for those students whom PhD status is confirmed and 6.5 grade in Masters(MA & MPhil) programme. Click for Sungum Sudhar Fellowship 2019-20 SYLFF Fellowship : Ryoichi Sasakawa Young Leaders Fellowship Programme is funded by Tokyo/Nippon Foundation, Japan. Fox International Fellowship : Annually awarded to one or two students of M.Phil./Ph.D. programme in any of the following fields: economics, finance, political science, international relations, law and contemporary history. They should therefore have completed 3 semesters of M.Phil./Ph.D./Direct Ph.D. programme but should not have completed more than 6 semesters of the said programme. UGC-CSIR Junior Research Fellowship: Only those candidates will be eligible for the award of fellowships who qualify in the national level test conducted by the University Grants Commission/CSIR and other similar test for award of Junior Research Fellowship as per the norms of the relevant organization. UGC-Scholarships and Fellowship: The University Grants Commission invites applications for the award of various Scholarships and Fellowships every year for the candidates pursuing higher studies in Universities./Colleges. The details of the schemes are available at UGC website www.ugc.ac.in. State Government Fellowship: Some of the States of the Indian Union have instituted at the School of International Studies one or two fellowships for scholars coming from their respective States. Some State Governments have also provided contingency grants. The general terms and conditions governing the award of these Governm: fees=Rs. 2,50,000 | Rs. 700 | Rs.10,00,000 | Rs.3,000 | Rs.30,000 | Rs.400 | Rs.1500 | Rs.1000 | Rs.300 | Rs.2000",success,
